context_variant,model,instance,test_file,test_case,num_assert_calls,oracle_methods_used,has_trycatch_assert,assert_calls,note,execution_result,llm_detected_errors,bump_bc_errors,matched_errors,missed_errors,new_errors,match_count,miss_count,new_count,error_type
Method,Qwen3-coder,BBC132,BBC132U232Test.java,test_handleSubmit,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L13] ;; assertTrue(logger instanceof org.apache.logging.log4j.Logger) [L14] ;; fail(msg=""Logging operation failed with exception: "" + e.getClass().getName() + "": "" + e.getMessage()) [L23]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U233Test.java,test_handleRequest,10,assertEquals|assertNotNull|assertTrue|fail,True,"assertNotNull(result | msg=""Result should not be null"") [L30] ;; assertEquals(""content/storybook/create-from-epub"", result) [L31] ;; assertNotNull(logger | msg=""Logger should be initialized"") [L37] ;; assertTrue(((TestModel) testModel).getAttributes().containsKey(""storyBook"") | msg=""Model should contain storyBook attribute"") [L40] ;; assertTrue(((TestModel) testModel).getAttributes().containsKey(""timeStart"") | msg=""Model should contain timeStart attribute"") [L41] ;; assertNotNull(storyBook | msg=""storyBook should not be null"") [L45] ;; assertEquals(""ai.elimu.model.content.StoryBook"", storyBook.getClass().getName()) [L46] ;; assertNotNull(timeStart | msg=""timeStart should not be null"") [L50] ;; assertTrue(timeStart instanceof Long | msg=""timeStart should be a Long"") [L51] ;; fail(msg=""Test failed with exception: "" + e.getMessage()) [L54]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U236Test.java,test_storeImageContributionEvent,2,assertNotNull|assertTrue,False,"assertNotNull(logger | msg=""Logger should not be null"") [L17] ;; assertTrue(logger instanceof Logger | msg=""Logger should be instance of Logger"") [L18]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U243Test.java,test_handleGetRequest,2,assertNotNull|fail,True,"fail(msg=""Logging should not throw exceptions but got: "" + e.getClass().getName() + "": "" + e.getMessage()) [L20] ;; assertNotNull(logger | msg=""Logger must be created"") [L24]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U249Test.java,test_handleSubmit,2,assertTrue|fail,True,"fail(msg=""Unexpected exception during log operations: "" + ex.getMessage()) [L18] ;; assertTrue(logger != null | msg=""Logger should be initialized"") [L22]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U255Test.java,test_handleSubmit,0,,False,,no explicit assertion in this test method,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U257Test.java,test_handleRequest,0,,False,,no explicit assertion in this test method,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U259Test.java,test_handleGetRequest,3,assertNotNull|assertTrue|fail,True,"fail(msg=""Logging should not throw exceptions but got: "" + e.getClass().getName() + "": "" + e.getMessage()) [L20] ;; assertTrue(logger instanceof Logger | msg=""Logger must be instance of Logger"") [L24] ;; assertNotNull(logger | msg=""Log manager should return a logger"") [L25]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U266Test.java,test_handleRequest,0,,False,,no explicit assertion in this test method,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U269Test.java,test_createJpaSchemaExport,3,assertTrue|fail,True,"assertTrue(outputFile.exists() | msg=""Output file should exist after export"") [L24] ;; assertTrue(outputFile.length() > 0 | msg=""Output file should not be empty"") [L25] ;; fail(msg=""Unexpected exception during method execution: "" + e.getMessage()) [L27]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U26Test.java,test_handleUploadWordRecordingRequest,5,assertNotNull|assertTrue,True,"assertNotNull(ex.getMessage() | msg=""Exception message should not be null"") [L43] ;; assertTrue(ex.getMessage().contains(""Missing providerIdGoogle"") | msg=""Exception message should contain 'Missing providerIdGoogle'"") [L44] ;; assertTrue(logs.contains(""handleUploadWordRecordingRequest"") | msg=""Log must contain handleUploadWordRecordingRequest"") [L48] ;; assertTrue(logs.contains(""providerIdGoogle: null"") | msg=""Log must contain providerIdGoogle null check"") [L49] ;; assertTrue(logs.contains(""Missing providerIdGoogle"") | msg=""Log must contain error message for missing providerIdGoogle"") [L50]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U274Test.java,test_handleOfflineSignOnRequest,2,assertNotNull|assertTrue,False,assertNotNull(logger) [L11] ;; assertTrue(true) [L21],,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U275Test.java,test_handleRequest,2,assertNotNull,False,"assertNotNull(result | msg=""Result should not be null"") [L17] ;; assertNotNull(result) [L22]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U280Test.java,test_handleCallback,2,assertTrue|fail,True,"fail(msg=""Logging should not throw exceptions. Cause: "" + e.getMessage()) [L40] ;; assertTrue(true) [L44]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U282Test.java,test_handleCallback,1,assertTrue,False,assertTrue(true) [L42],,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U285Test.java,test_handleGetRequest,3,assertEquals|assertNotNull|assertNull,False,"assertNull(exception | msg=""Exception should be null"") [L28] ;; assertNotNull(result | msg=""Result should not be null"") [L29] ;; assertEquals(""sign-on-web3"", result | msg=""Result should be 'sign-on-web3'"") [L30]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U286Test.java,test_handleRequest,3,assertEquals|assertNotNull,False,"assertEquals(""welcome"", result) [L18] ;; assertNotNull(model) [L19] ;; assertNotNull(logger) [L23]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U29Test.java,test_handleGetRequest_existingContributor,4,assertEquals,False,"assertEquals(""error"", jsonObject.getString(""result"")) [L89] ;; assertEquals(""The Contributor has already been stored in the database"", jsonObject.getString(""errorMessage"")) [L90] ;; assertEquals(""456"", updated.getProviderIdGoogle()) [L92] ;; assertEquals(""http://example.com/image2.jpg"", updated.getImageUrl()) [L93]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U29Test.java,test_handleGetRequest_invalidJson,1,fail,True,"fail(msg=""Expected exception not thrown"") [L105]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U29Test.java,test_handleGetRequest_newContributor,3,assertEquals|assertNotNull,False,"assertEquals(""success"", jsonObject.getString(""result"")) [L65] ;; assertEquals(""The Contributor was stored in database"", jsonObject.getString(""successMessage"")) [L66] ;; assertNotNull(contributorDao.read(""new@example.com"")) [L67]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U35Test.java,test_handleGetRequest,2,assertTrue|fail,True,"assertTrue(true) [L33] ;; fail(msg=""Logging failed with exception: "" + e.getMessage()) [L35]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U3Test.java,test_handleUploadCsvRequest,3,assertEquals|assertNotNull|assertTrue,True,"assertNotNull(logger) [L14] ;; assertEquals(""Test exception"", ex.getMessage()) [L43] ;; assertTrue(true) [L47]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U43Test.java,test_refreshStoryBooksJSONArray,2,assertTrue|fail,True,"assertTrue(true | msg=""Method should complete without throwing exceptions"") [L20] ;; fail(msg=""Method should not throw exceptions but threw: "" + e.getClass().getName() + "" - "" + e.getMessage()) [L22]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U4Test.java,test_handleUploadCsvRequest,5,assertNotNull|assertTrue,False,"assertTrue(csvFile.exists() | msg=""CSV file should exist"") [L32] ;; assertTrue(csvFile.length() > 0 | msg=""CSV file should not be empty"") [L33] ;; assertNotNull(expectedTime | msg=""Time should be set"") [L51] ;; assertTrue(jsonResponseString.contains(""\""result\"":\""success\"""") | msg=""Response should contain result field"") [L62] ;; assertTrue(jsonResponseString.contains(""\""successMessage\"":\""The StoryBookLearningEvent was stored in the database\"""") | msg=""Response should contain success message"") [L63]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U4Test.java,test_handleUploadCsvRequest_duplicateEvent,2,assertTrue,False,"assertTrue(jsonResponseString.contains(""\""result\"":\""error\"""") | msg=""Response should contain error result"") [L92] ;; assertTrue(jsonResponseString.contains(""\""errorMessage\"":\""The event has already been stored in the database\"""") | msg=""Response should contain duplicate error message"") [L93]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U4Test.java,test_handleUploadCsvRequest_exceptionHandling,2,assertTrue,False,"assertTrue(jsonResponseString.contains(""\""result\"":\""error\"""") | msg=""Response should contain error result"") [L112] ;; assertTrue(jsonResponseString.contains(""\""errorMessage\"":\""Test exception\"""") | msg=""Response should contain exception message"") [L113]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U50Test.java,test_getDurationInMilliseconds_withInvalidFile_logsErrorAndReturnsNull,1,assertNull,False,assertNull(duration) [L35],,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U50Test.java,test_getDurationInMilliseconds_withNullFile_throwsNullPointerException,1,fail,True,"fail(msg=""Expected NullPointerException to be thrown"") [L42]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U50Test.java,test_getDurationInMilliseconds_withValidFile_returnsNullDueToNoRealAudioData,1,assertNull,False,assertNull(duration) [L29],,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U72Test.java,test_extractCoverImageReferenceFromOpfFile_emptyFile,1,assertNull,False,assertNull(result) [L119],,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U72Test.java,test_extractCoverImageReferenceFromOpfFile_invalidXml,1,assertNull,False,assertNull(result) [L102],,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U72Test.java,test_extractCoverImageReferenceFromOpfFile_noCover,1,assertNull,False,assertNull(result) [L79],,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U72Test.java,test_extractCoverImageReferenceFromOpfFile_nullInput,1,fail,True,"fail(msg=""Expected NullPointerException or similar due to null input"") [L130]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U72Test.java,test_extractCoverImageReferenceFromOpfFile_withCoverImageProperties,2,assertEquals|assertNotNull,False,"assertNotNull(result) [L29] ;; assertEquals(""cover.jpg"", result) [L30]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U72Test.java,test_extractCoverImageReferenceFromOpfFile_withCoverInHref,2,assertEquals|assertNotNull,False,"assertNotNull(result) [L54] ;; assertEquals(""coverImage.jpeg"", result) [L55]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U73Test.java,test_extractDescriptionFromOpfFile_emptyFile,0,,False,,no explicit assertion in this test method,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U73Test.java,test_extractDescriptionFromOpfFile_malformedXml,0,,False,,no explicit assertion in this test method,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U73Test.java,test_extractDescriptionFromOpfFile_noDescription,0,,False,,no explicit assertion in this test method,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U73Test.java,test_extractDescriptionFromOpfFile_nominal,0,,False,,no explicit assertion in this test method,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U73Test.java,test_extractDescriptionFromOpfFile_nonExistentFile,0,,False,,no explicit assertion in this test method,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U74Test.java,test_extractTitleFromOpfFile_malformedXml,1,assertNull,False,"assertNull(title | msg=""Expected null due to parsing error"") [L34]",,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U74Test.java,test_extractTitleFromOpfFile_noTitle,1,assertNull,False,"assertNull(title | msg=""Expected no title to be extracted"") [L27]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U74Test.java,test_extractTitleFromOpfFile_nominalCase,2,assertEquals|assertNotNull,False,"assertNotNull(title | msg=""Expected title to be extracted"") [L19] ;; assertEquals(""Test Title"", title) [L20]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U74Test.java,test_extractTitleFromOpfFile_nonExistentFile,1,assertNull,False,"assertNull(title | msg=""Expected null for non-existent file"") [L41]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U77Test.java,test_processParagraphNode_emptyParagraph,1,assertTrue,False,assertTrue(paragraphs.isEmpty()) [L99],,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U77Test.java,test_processParagraphNode_noChildNodes,1,assertTrue,False,assertTrue(paragraphs.isEmpty()) [L137],,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U77Test.java,test_processParagraphNode_nominal_GDL,3,assertEquals,False,"assertEquals(2, paragraphs.size()) [L37] ;; assertEquals(""Line 1 Line 2"", paragraphs.get(0)) [L38] ;; assertEquals(""New paragraph"", paragraphs.get(1)) [L39]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U77Test.java,test_processParagraphNode_nominal_LRA,3,assertEquals,False,"assertEquals(2, paragraphs.size()) [L58] ;; assertEquals(""Italic with break"", paragraphs.get(0)) [L59] ;; assertEquals(""New para"", paragraphs.get(1)) [L60]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U77Test.java,test_processParagraphNode_nominal_StoryWeaver,2,assertEquals,False,"assertEquals(1, paragraphs.size()) [L79] ;; assertEquals(""This is a single paragraph."", paragraphs.get(0)) [L80]",,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U77Test.java,test_processParagraphNode_storyweaver_css_skip,1,assertTrue,False,assertTrue(paragraphs.isEmpty()) [L118],,ERROR,NoClassDefFoundError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoClassDefFoundError,MojoFailureException|NoSuchMethodError,,1,2,0,crash
Method,Qwen3-coder,BBC132,BBC132U9Test.java,test_handleGetRequest,0,,False,,no explicit assertion in this test method,ERROR,NoSuchMethodError,MojoFailureException|NoClassDefFoundError|NoSuchMethodError,NoSuchMethodError,MojoFailureException|NoClassDefFoundError,,1,2,0,crash
Method,Qwen3-coder,BBC136,BBC136U4Test.java,test_showWebLoginUri,1,assertTrue,False,"assertTrue(output.contains(""Log in using 'https://example.com/login'."") | msg=""Expected log message not found in output: "" + output) [L26]",,FAILURE,AssertionFailedError,ClassCastException|MojoFailureException,,ClassCastException|MojoFailureException,AssertionFailedError,0,2,1,behavioral
Method,Qwen3-coder,BBC146,BBC146U2Test.java,test_deserialize_emptyString,1,assertNull,False,assertNull(result) [L55],,PASSED,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,0,6,0,
Method,Qwen3-coder,BBC146,BBC146U2Test.java,test_deserialize_invalidJson,2,assertTrue|fail,True,"fail(msg=""Expected SerializationException to be thrown"") [L82] ;; assertTrue(e.getCause() instanceof com.fasterxml.jackson.core.JsonParseException) [L84]",,PASSED,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,0,6,0,
Method,Qwen3-coder,BBC146,BBC146U2Test.java,test_deserialize_nominalCase,1,assertEquals,False,"assertEquals(""Hello World"", result) [L25]",,PASSED,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,0,6,0,
Method,Qwen3-coder,BBC146,BBC146U2Test.java,test_deserialize_nullData,1,assertNull,False,assertNull(result) [L69],,PASSED,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,0,6,0,
Method,Qwen3-coder,BBC146,BBC146U2Test.java,test_deserialize_validJsonButMismatchedType,2,assertTrue|fail,True,"fail(msg=""Expected SerializationException to be thrown"") [L98] ;; assertTrue(e.getCause() instanceof com.fasterxml.jackson.databind.JsonMappingException) [L100]",,PASSED,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,0,6,0,
Method,Qwen3-coder,BBC146,BBC146U2Test.java,test_deserialize_withComplexObject,3,assertEquals|assertNotNull,False,"assertNotNull(result) [L39] ;; assertEquals(""John"", result.name) [L40] ;; assertEquals(Integer.valueOf(30), result.age) [L41]",,ERROR,ClassNotFoundException|NoClassDefFoundError,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,APIException|Exception|IOException|MojoFailureException,,2,4,0,crash
Method,Qwen3-coder,BBC146,BBC146U2Test.java,test_deserialize_withNullNode,1,assertNull,False,assertNull(result) [L115],,PASSED,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,APIException|ClassNotFoundException|Exception|IOException|MojoFailureException|NoClassDefFoundError,,0,6,0,
Method,Qwen3-coder,BBC147,BBC147U2Test.java,test_setup,2,assertNotNull|assertSame,False,"assertNotNull(modifiedMapper | msg=""ObjectMapper should not be null after setup"") [L24] ;; assertSame(originalMapper, modifiedMapper | msg=""The same ObjectMapper instance should be used"") [L25]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Method,Qwen3-coder,BBC150,BBC150U0Test.java,test_encodeFile_invalidEncoding,1,fail,True,"fail(msg=""Exception should be caught internally and logged, not propagated."") [L87]",,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
Method,Qwen3-coder,BBC150,BBC150U0Test.java,test_encodeFile_invalidSrcFile,1,fail,True,"fail(msg=""Exception should be caught internally and logged, not propagated."") [L74]",,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
Method,Qwen3-coder,BBC150,BBC150U0Test.java,test_encodeFile_nominal,2,assertEquals|assertTrue,False,"assertTrue(Files.exists(Paths.get(desFileName))) [L38] ;; assertEquals(content, result) [L40]",,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
Method,Qwen3-coder,BBC150,BBC150U0Test.java,test_encodeFile_parentDirCreation,2,assertEquals|assertTrue,False,"assertTrue(Files.exists(Paths.get(nestedDesFile))) [L64] ;; assertEquals(content, result) [L66]",,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
Method,Qwen3-coder,BBC150,BBC150U0Test.java,test_encodeFile_sameFile,3,assertEquals|assertFalse|assertTrue,False,"assertFalse(Files.exists(Paths.get(tmpFileName))) [L50] ;; assertTrue(Files.exists(Paths.get(srcFileName))) [L51] ;; assertEquals(content, result) [L53]",,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
Method,Qwen3-coder,BBC150,BBC150U2Test.java,test_judgeFile_AsciiFile_DetectsCharset,2,assertEquals|assertNotNull,False,"assertNotNull(result) [L59] ;; assertEquals(""US-ASCII"", result) [L60]",,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
Method,Qwen3-coder,BBC150,BBC150U2Test.java,test_judgeFile_NonExistentFile_ReturnsNullAndLogsError,1,assertNull,False,assertNull(result) [L53],,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
Method,Qwen3-coder,BBC150,BBC150U2Test.java,test_judgeFile_Utf8File_DetectsCharset,2,assertEquals|assertNotNull,False,"assertNotNull(result) [L66] ;; assertEquals(""UTF-8"", result) [L67]",,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
Method,Qwen3-coder,BBC150,BBC150U47Test.java,test_getFileLineCount,1,assertEquals,False,"assertEquals(3, lineCount) [L22]",,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
